# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep  4 14:20:46 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_lum,sy_dist
Kepler-1579 b,Kepler-1579,0.0140000000,0.84000000,0.52000000,4.820000,0.000000,396.6400,1139.00,4584.00,0.700000,0.750000,-0.94024,466.00000000
Kepler-158 b,Kepler-158,0.1110000000,2.12000000,5.14000000,2.960000,0.000000,13.6340,500.00,4623.00,0.624000,0.655000,-0.75667,315.17700000
Kepler-158 c,Kepler-158,0.1580000000,1.90000000,4.27000000,3.420000,0.000000,6.6770,418.00,4623.00,0.624000,0.655000,-0.75667,315.17700000
Kepler-158 d,Kepler-158,,0.43000000,0.04720000,3.260000,,,,4895.97,0.668000,0.656000,-0.75667,315.17700000
Kepler-1580 b,Kepler-1580,0.3357100000,2.11000000,5.10000000,2.980000,0.000000,83.0880,733.00,6228.00,2.150000,1.470000,0.92628,1002.02000000
Kepler-1581 b,Kepler-1581,0.0686500000,0.80000000,0.43700000,4.690000,0.000000,470.8620,1108.00,6022.00,1.230000,1.120000,0.39085,493.17500000
Kepler-1582 b,Kepler-1582,0.0316000000,1.49000000,2.83000000,4.700000,0.000000,2.5000,354.00,3208.00,0.300000,0.280000,-2.38864,78.89060000
Kepler-1583 b,Kepler-1583,0.0830700000,0.60000000,0.15600000,3.970000,0.000000,124.3070,788.00,5645.00,0.910000,0.940000,-0.01774,403.93300000
Kepler-1584 b,Kepler-1584,0.1168000000,1.61000000,3.22000000,4.240000,0.000000,162.5440,886.00,6069.00,1.130000,1.100000,0.25226,1416.31000000
Kepler-1585 b,Kepler-1585,0.0445000000,1.79000000,3.86000000,3.700000,0.000000,182.9410,1064.00,5538.00,0.910000,0.940000,-0.43354,944.46500000
Kepler-1586 b,Kepler-1586,0.1220800000,1.52000000,2.92000000,4.570000,0.000000,105.7710,1013.00,6681.00,1.750000,1.450000,0.18311,552.55000000
Kepler-1587 b,Kepler-1587,0.0874700000,1.33000000,2.33000000,5.440000,0.000000,254.7010,981.00,5933.00,1.220000,1.080000,0.32586,1026.48000000
Kepler-1588 b,Kepler-1588,0.0741900000,0.76000000,0.36300000,4.540000,0.000000,359.7900,925.00,5817.00,0.990000,0.960000,0.32030,924.14100000
Kepler-1589 b,Kepler-1589,0.0205000000,1.09000000,1.32000000,5.600000,0.000000,5228.7850,2102.00,6166.00,1.250000,1.180000,0.32934,1513.14000000
Kepler-159 b,Kepler-159,0.0820000000,2.38000000,6.26000000,2.550000,0.000000,33.4630,447.00,4625.00,0.663000,0.628000,-0.75443,373.74400000
Kepler-159 c,Kepler-159,0.2180000000,3.41000000,11.50000000,1.590000,0.000000,4.7910,275.00,4625.00,0.663000,0.628000,-0.75443,373.74400000
Kepler-1590 b,Kepler-1590,0.0711600000,1.14000000,1.55000000,5.750000,0.000000,171.4780,1020.00,6053.00,1.160000,1.110000,0.06336,771.15200000
Kepler-1591 b,Kepler-1591,0.0794000000,1.27000000,2.15000000,5.770000,0.000000,439.4340,892.00,6082.00,1.160000,1.100000,0.43389,1419.58000000
Kepler-1592 b,Kepler-1592,0.0400000000,1.54000000,2.99000000,4.500000,0.000000,1918.3400,1202.00,6213.00,1.280000,1.180000,0.50716,1639.47000000
Kepler-1593 b,Kepler-1593,0.5549400000,3.17000000,10.20000000,1.760000,0.000000,0.8890,260.00,4995.00,0.770000,0.810000,-0.65200,638.24900000
Kepler-1594 b,Kepler-1594,0.0396000000,1.06000000,1.20000000,5.540000,0.000000,672.4140,1360.00,5946.00,1.080000,1.060000,-0.00032,976.86800000
Kepler-1595 b,Kepler-1595,0.0510000000,1.23000000,2.04000000,6.020000,0.000000,185.5680,980.00,5203.00,0.800000,0.840000,-0.36327,845.02200000
Kepler-1596 b,Kepler-1596,0.3237000000,1.90000000,4.27000000,3.420000,0.000000,33.3780,471.00,5706.00,0.920000,0.950000,0.43061,2146.23000000
Kepler-1597 b,Kepler-1597,0.0413600000,1.06000000,1.20000000,5.540000,0.000000,1431.3110,1497.00,6377.00,1.390000,1.250000,0.43429,1221.05000000
Kepler-1598 b,Kepler-1598,0.0520700000,0.95000000,0.80900000,5.180000,0.000000,308.4600,1236.00,5940.00,1.090000,1.070000,-0.03931,619.86200000
Kepler-1599 b,Kepler-1599,0.4823000000,1.62000000,3.26000000,4.210000,0.000000,8.1960,407.00,5767.00,0.990000,0.990000,0.24119,1328.20000000
Kepler-16 b,Kepler-16,0.7048000000,8.44930000,105.83300000,0.964000,0.006900,,,4450.00,0.648900,0.689700,-0.90301,75.08520000
Kepler-160 b,Kepler-160,0.0551100000,1.71500000,3.59000000,3.910000,0.000000,396.6190,1134.00,5471.00,1.118000,1.003000,0.00432,937.01300000
Kepler-160 c,Kepler-160,0.1192000000,3.76000000,13.60000000,1.410000,0.000000,84.8480,771.00,5471.00,1.118000,1.003000,0.00432,937.01300000
Kepler-160 d,Kepler-160,0.1700000000,,100.00000000,,,,,5471.00,1.118000,1.003000,0.00432,937.01300000
Kepler-1600 b,Kepler-1600,0.9814100000,3.13000000,9.96000000,1.780000,0.000000,0.4000,209.00,5214.00,0.820000,0.860000,-0.33945,1030.81000000
Kepler-1600 c,Kepler-1600,0.0696100000,1.94206512,4.43000000,3.320000,0.000000,84.7000,786.00,5119.00,0.834000,0.818000,-0.33945,1030.81000000
Kepler-1601 b,Kepler-1601,0.0328100000,0.82000000,0.47700000,4.750000,0.000000,999.7520,1507.00,5869.00,1.070000,1.040000,0.08501,644.45600000
Kepler-1602 b,Kepler-1602,0.0974400000,1.34000000,2.36000000,5.390000,0.000000,124.5070,1159.00,6296.00,1.360000,1.220000,0.20142,629.80400000
Kepler-1603 b,Kepler-1603,0.0351000000,1.29000000,2.21000000,5.660000,0.000000,1269.4600,1522.00,6241.00,1.310000,1.210000,0.70550,2712.58000000
Kepler-1604 b,Kepler-1604,0.0140600000,1.41000000,2.57000000,5.040000,0.000000,1391.4000,2023.00,4976.00,0.760000,0.810000,-0.52707,541.18900000
Kepler-1605 b,Kepler-1605,0.3656700000,1.08000000,1.28000000,5.580000,0.000000,16.7340,528.00,5280.00,0.820000,0.860000,0.42869,546.23000000
Kepler-1606 b,Kepler-1606,0.6421000000,2.07000000,4.94000000,3.060000,0.000000,1.2900,324.00,5422.00,0.860000,0.900000,-0.17100,831.28700000
Kepler-1607 b,Kepler-1607,0.1197800000,0.92000000,0.72100000,5.090000,0.000000,449.6320,913.00,6116.00,1.210000,1.140000,0.70881,1286.10000000
Kepler-1608 b,Kepler-1608,0.1126000000,1.73000000,3.64000000,3.860000,0.000000,33.2200,612.00,4992.00,0.720000,0.750000,-0.53700,832.00000000
Kepler-1609 b,Kepler-1609,0.4679000000,2.22000000,5.56000000,2.790000,0.000000,12.9750,429.00,6132.00,1.270000,1.180000,0.48383,1826.04000000
Kepler-161 b,Kepler-161,0.0540000000,2.12000000,2.63000000,0.450000,0.000000,123.4000,868.00,5078.00,0.806000,0.853000,-0.44679,434.63200000
Kepler-161 c,Kepler-161,0.0680000000,2.05000000,3.61000000,1.310000,0.000000,76.2010,769.00,5078.00,0.806000,0.853000,-0.44679,434.63200000
Kepler-1610 b,Kepler-1610,0.0777000000,1.61000000,3.22000000,4.240000,0.000000,56.2120,750.00,5383.00,0.870000,0.910000,-0.48291,864.33100000
Kepler-1610 c,Kepler-1610,0.2323000000,2.09000000,5.02000000,3.020000,0.000000,8.3400,433.00,5295.00,0.800000,0.825000,-0.48291,864.33100000
Kepler-1611 b,Kepler-1611,0.0586000000,0.81000000,0.45700000,4.730000,0.000000,146.2200,1243.00,5605.00,0.930000,0.940000,-0.11300,908.44400000
Kepler-1612 b,Kepler-1612,0.0482000000,1.03000000,1.08000000,5.430000,0.000000,269.2480,1030.00,5643.00,0.940000,0.960000,-0.18821,764.72600000
Kepler-1613 b,Kepler-1613,0.0275500000,2.08000000,4.98000000,3.040000,0.000000,6797.6230,1926.00,6005.00,1.120000,1.080000,0.63777,1508.33000000
Kepler-1614 b,Kepler-1614,0.0471000000,1.49000000,2.83000000,4.700000,0.000000,276.3730,981.00,5121.00,0.760000,0.790000,-0.27096,1191.19000000
Kepler-1615 b,Kepler-1615,0.2788000000,2.06000000,4.90000000,3.080000,0.000000,31.1710,658.00,5865.00,1.050000,1.040000,0.38923,1393.83000000
Kepler-1616 b,Kepler-1616,0.0731800000,1.02000000,1.04000000,5.390000,0.000000,724.8610,1337.00,6266.00,1.340000,1.210000,0.63778,1137.81000000
Kepler-1617 b,Kepler-1617,0.1770700000,1.20000000,1.87000000,5.950000,0.000000,64.6890,736.00,6167.00,1.220000,1.150000,0.34078,898.31000000
Kepler-1618 b,Kepler-1618,0.0710900000,1.26000000,2.13000000,5.850000,0.000000,903.9080,1267.00,6620.00,1.650000,1.410000,0.69003,1229.25000000
Kepler-1619 b,Kepler-1619,0.1541300000,0.76000000,0.36300000,4.540000,0.000000,74.6350,797.00,5852.00,1.000000,1.000000,0.32575,734.85000000
Kepler-162 b,Kepler-162,0.0690000000,1.26000000,2.13000000,5.850000,0.000000,305.9460,961.00,5816.00,0.958000,1.053000,0.15540,855.64100000
Kepler-162 c,Kepler-162,0.1370000000,3.03000000,9.43000000,1.860000,0.000000,77.0520,681.00,5816.00,0.958000,1.053000,0.15540,855.64100000
Kepler-1620 b,Kepler-1620,0.4322000000,1.61000000,3.22000000,4.240000,0.000000,7.9200,428.00,6157.00,1.230000,1.150000,0.29300,895.06900000
Kepler-1621 b,Kepler-1621,0.4204000000,2.16000000,5.31000000,2.900000,0.000000,14.0550,469.00,6158.00,1.240000,1.150000,0.47822,1631.66000000
Kepler-1622 b,Kepler-1622,0.1013600000,1.47000000,2.76000000,4.770000,0.000000,236.0050,922.00,6436.00,1.500000,1.310000,0.37304,796.47700000
Kepler-1623 b,Kepler-1623,0.0518000000,1.31000000,2.27000000,5.550000,0.000000,243.0800,1000.00,5772.00,1.000000,1.000000,-0.17154,837.48100000
Kepler-1624 b,Kepler-1624,0.0327000000,5.70000000,27.60000000,0.819000,0.000000,6.0100,540.00,3636.00,0.470000,0.500000,-1.32262,258.97900000
Kepler-1625 b,Kepler-1625,0.8776200000,6.06000000,30.60000000,0.756000,0.000000,3.3000,350.00,5677.00,0.940000,0.960000,0.43696,2310.11000000
Kepler-1626 b,Kepler-1626,0.0537000000,2.02000000,4.74000000,3.160000,0.000000,1328.6540,1352.00,6826.00,1.850000,1.510000,0.61079,1368.83000000
Kepler-1627 b,Kepler-1627,0.0643000000,3.69000000,13.20000000,1.440000,0.000000,143.1200,794.00,5445.00,0.840000,0.870000,-0.30321,317.43700000
Kepler-1628 b,Kepler-1628,0.2952000000,6.43000000,33.80000000,0.699000,0.000000,0.7900,240.00,3724.00,0.520000,0.550000,-1.33000,352.00000000
Kepler-1629 b,Kepler-1629,0.0485000000,0.77000000,0.38100000,4.590000,0.000000,315.4570,1081.00,5776.00,1.010000,1.010000,-0.13437,336.09000000
Kepler-163 b,Kepler-163,0.0780000000,1.05000000,1.16000000,5.510000,0.000000,115.6120,906.00,5776.00,0.917000,0.882000,-0.13799,689.81400000
Kepler-163 c,Kepler-163,0.1520000000,2.26000000,5.73000000,2.730000,0.000000,30.2380,648.00,5776.00,0.917000,0.882000,-0.13799,689.81400000
Kepler-1630 b,Kepler-1630,1.1218000000,2.19000000,5.43000000,2.840000,0.000000,0.2600,182.00,4736.00,0.630000,0.660000,-0.64640,331.21300000
Kepler-1631 b,Kepler-1631,0.0511000000,1.35000000,2.39000000,5.340000,0.000000,446.9180,1122.00,5679.00,0.950000,0.970000,0.00722,1305.99000000
Kepler-1632 b,Kepler-1632,0.6762000000,2.47000000,6.66000000,2.430000,0.000000,6.0620,369.00,6137.00,1.190000,1.120000,0.40631,716.76000000
Kepler-1633 b,Kepler-1633,0.3875000000,1.58000000,3.12000000,4.350000,0.000000,26.2580,925.00,6256.00,1.320000,1.200000,0.64606,1114.91000000
Kepler-1634 b,Kepler-1634,1.0525000000,3.19000000,10.30000000,1.740000,0.000000,0.5440,282.00,5474.00,0.890000,0.920000,-0.26507,617.33900000
Kepler-1635 b,Kepler-1635,1.1266400000,3.64000000,12.90000000,1.470000,0.000000,0.4000,200.00,5347.00,0.850000,0.890000,-0.27981,1069.45000000
Kepler-1636 b,Kepler-1636,1.1219100000,3.23000000,10.50000000,1.710000,0.000000,1.2170,248.00,5797.00,1.020000,1.010000,0.23674,1947.54000000
Kepler-1637 b,Kepler-1637,0.0596000000,0.89000000,0.64000000,4.990000,0.000000,337.7800,1093.00,5789.00,1.020000,1.020000,0.02290,567.18700000
Kepler-1638 b,Kepler-1638,0.7450000000,1.87000000,4.16000000,3.500000,0.000000,2.7600,304.00,5710.00,0.950000,0.970000,-0.11400,1525.52000000
Kepler-1639 b,Kepler-1639,0.0932000000,2.58000000,7.18000000,2.300000,0.000000,187.8480,1003.00,6150.00,1.180000,1.120000,0.14514,1031.31000000
Kepler-164 b,Kepler-164,0.0580000000,1.41000000,2.57000000,5.040000,0.000000,370.9220,1141.00,5888.00,1.148000,1.036000,0.11291,890.75800000
Kepler-164 c,Kepler-164,0.0970000000,2.73000000,7.90000000,2.130000,0.000000,131.4870,881.00,5888.00,1.148000,1.036000,0.11291,890.75800000
Kepler-164 d,Kepler-164,0.1870000000,2.45000000,6.57000000,2.450000,0.000000,35.8900,637.00,5888.00,1.148000,1.036000,0.11291,890.75800000
Kepler-164 e,Kepler-164,0.4025000000,4.24000000,16.70000000,1.200000,0.000000,7.9900,429.00,5888.00,1.097000,0.966000,0.11291,890.75800000
Kepler-1640 b,Kepler-1640,0.0836000000,4.82000000,20.70000000,1.020000,0.000000,537.4000,1228.00,6324.00,1.430000,1.270000,0.47000,1859.78000000
Kepler-1641 b,Kepler-1641,0.1473000000,3.11000000,9.85000000,1.800000,0.000000,82.8280,908.00,6152.00,1.190000,1.120000,0.13083,860.37000000
Kepler-1641 c,Kepler-1641,0.2065000000,2.95000000,9.01000000,1.930000,0.000000,42.1450,767.00,6152.00,1.190000,1.120000,0.13083,860.37000000
Kepler-1642 b,Kepler-1642,0.1016000000,3.20000000,10.30000000,1.730000,0.000000,39.9150,895.00,5355.00,0.840000,0.880000,-0.40452,413.87300000
Kepler-1642 c,Kepler-1642,0.0678000000,2.66000000,7.56000000,2.210000,0.000000,89.6320,1095.00,5355.00,0.840000,0.880000,-0.40452,413.87300000
Kepler-1643 b,Kepler-1643,0.0531000000,2.32000000,5.99000000,2.640000,0.000000,137.7530,799.00,4916.00,0.855000,0.845000,-0.47156,341.77400000
Kepler-1644 b,Kepler-1644,0.1420000000,1.88000000,4.19000000,3.470000,0.000000,31.8600,606.00,5499.00,0.860000,0.890000,-0.21500,629.27000000
Kepler-1645 b,Kepler-1645,0.1285000000,1.78000000,3.82000000,3.720000,0.000000,138.5380,754.00,5812.00,1.020000,1.020000,0.33586,1202.47000000
Kepler-1646 b,Kepler-1646,0.0295000000,1.23000000,2.04000000,6.020000,0.000000,4.2000,365.00,3299.00,0.260000,0.240000,-1.77984,127.59100000
Kepler-1647 b,Kepler-1647,2.7205000000,11.87390000,483.00000000,1.590000,0.058100,,,6210.00,1.790300,1.220700,0.64425,1212.45000000
Kepler-1649 b,Kepler-1649,0.0514000000,1.01700000,1.03000000,5.380000,0.000000,2.2080,307.00,3240.00,0.231700,0.197700,-2.28735,92.19130000
Kepler-1649 c,Kepler-1649,0.0649000000,1.06000000,1.20000000,5.540000,0.000000,0.7500,234.00,3240.00,0.231700,0.197700,-2.28735,92.19130000
Kepler-165 b,Kepler-165,0.0720000000,2.32000000,5.99000000,2.640000,0.000000,59.7990,716.00,5211.00,0.770000,0.746000,-0.47230,560.88500000
Kepler-165 c,Kepler-165,0.1100000000,2.23000000,5.60000000,2.770000,0.000000,25.9310,581.00,5211.00,0.770000,0.746000,-0.47230,560.88500000
Kepler-1650 b,Kepler-1650,0.0167000000,0.96000000,0.84000000,5.220000,0.010000,54.5620,602.00,3410.00,0.334000,0.326000,-1.87100,134.39700000
Kepler-1651 b,Kepler-1651,0.0692000000,1.84000000,4.04000000,3.560000,0.130000,5.6500,393.00,3713.00,0.503000,0.522000,-1.36800,66.40740000
Kepler-1652 b,Kepler-1652,0.1654000000,1.60000000,3.19000000,4.280000,0.000000,0.8100,268.00,3638.00,0.382000,0.404000,-1.63800,252.00000000
Kepler-1653 b,Kepler-1653,0.4706000000,2.17000000,5.35000000,2.880000,0.000000,0.9800,284.00,4807.00,0.693000,0.719000,-0.63600,755.00000000
Kepler-1654 b,Kepler-1654,2.0260000000,9.18017100,158.91500000,1.200000,0.260000,0.3000,206.00,5597.00,1.179000,1.011000,0.08991,568.11700000
Kepler-1655 b,Kepler-1655,0.1029000000,2.21300000,5.40000000,2.720000,0.190000,129.1000,938.00,6148.00,1.030000,1.030000,0.14315,213.26000000
Kepler-1656 b,Kepler-1656,0.1974000000,4.57400000,47.80000000,2.130000,0.838000,24.6000,651.00,5569.00,1.100000,1.030000,0.02083,185.87500000
Kepler-1656 c,Kepler-1656,3.0530000000,14.00000000,126.40000000,0.253000,0.527000,,,5569.00,1.100000,1.030000,0.02083,185.87500000
Kepler-1658 b,Kepler-1658,0.0544000000,11.99363000,1868.84040000,6.360000,0.062800,4055.2900,2034.00,6216.00,2.891000,1.447000,1.20616,788.23800000
Kepler-166 b,Kepler-166,0.0720000000,2.27000000,5.77000000,2.710000,0.000000,77.5430,772.00,5413.00,0.742000,0.811000,-0.38508,603.53000000
Kepler-166 c,Kepler-166,0.1950000000,2.38000000,6.26000000,2.550000,0.000000,10.5070,468.00,5413.00,0.742000,0.811000,-0.38508,603.53000000
Kepler-166 d,Kepler-166,0.0244900000,1.73000000,3.64000000,3.860000,0.000000,651.4090,1313.00,5350.00,0.830000,0.880000,-0.38508,603.53000000
Kepler-1660 AB b,Kepler-1660 A,0.8000000000,12.90000000,1586.59940774,4.060000,0.055410,,,6305.24,1.491000,1.136600,0.66823,1188.54000000
Kepler-1661 b,Kepler-1661,0.6330000000,3.87000000,17.00000000,1.600000,0.057000,0.8800,243.00,5100.00,0.762000,0.841000,-0.51299,410.60700000
Kepler-1663 b,Kepler-1663,0.1072000000,3.30395896,10.90000000,1.660000,0.000000,4.0700,362.00,3844.00,0.628590,0.610816,-1.10944,337.92600000
Kepler-1664 b,Kepler-1664,0.1137000000,3.03320653,9.45000000,1.860000,0.000000,85.4600,776.00,5735.81,1.072000,0.944000,0.05010,626.69100000
Kepler-1665 b,Kepler-1665,0.0960000000,2.83910787,8.44000000,2.030000,0.000000,40.4000,906.00,5049.84,0.777785,0.842000,-0.45048,335.51500000
Kepler-1666 b,Kepler-1666,0.1761000000,2.88273782,8.66000000,1.990000,0.000000,48.2300,672.00,6293.00,1.145860,1.230000,0.26839,1379.37000000
Kepler-1666 c,Kepler-1666,0.2383000000,3.23564749,10.50000000,1.700000,0.000000,26.3400,578.00,6293.00,1.145860,1.230000,0.26839,1379.37000000
Kepler-1667 b,Kepler-1667,0.3590500000,2.98385261,9.19000000,1.900000,0.000000,9.3000,655.00,5941.54,1.087510,1.090000,0.12316,626.81900000
Kepler-1668 b,Kepler-1668,0.1240000000,4.34764405,17.40000000,1.160000,0.000000,63.7900,721.00,5542.00,1.017380,0.980000,-0.05567,1335.64000000
Kepler-1669 b,Kepler-1669,0.0745000000,2.78043818,8.15000000,2.080000,0.000000,18.6600,530.00,4303.00,0.714145,0.670000,-0.80265,543.44400000
Kepler-1669 c,Kepler-1669,0.0228000000,1.90120972,4.27000000,3.410000,0.000000,199.2800,958.00,4224.00,0.603000,0.609000,-0.80265,543.44400000
Kepler-1669 d,Kepler-1669,0.0468000000,1.22000000,1.98000000,5.990000,0.000000,47.3000,669.00,4224.00,0.603000,0.609000,-0.80265,543.44400000
Kepler-167 b,Kepler-167,0.0482500000,1.71800000,3.60000000,3.900000,0.000000,122.5020,918.00,4884.00,0.749000,0.777000,-0.53910,341.90800000
Kepler-167 c,Kepler-167,0.0684000000,1.67400000,3.44000000,4.030000,0.000000,61.1750,771.00,4884.00,0.749000,0.777000,-0.53910,341.90800000
Kepler-167 d,Kepler-167,0.1404000000,1.23800000,2.06000000,5.970000,0.000000,14.4890,538.00,4884.00,0.749000,0.777000,-0.53910,341.90800000
Kepler-167 e,Kepler-167,1.8830000000,10.16000000,321.00669107,1.680000,0.290000,0.1000,134.40,4884.00,0.749000,0.777000,-0.53910,341.90800000
Kepler-1670 b,Kepler-1670,0.1528000000,3.35648010,11.20000000,1.630000,0.000000,67.6700,731.00,5838.00,1.518890,1.050000,0.38280,2065.98000000
Kepler-1671 b,Kepler-1671,0.0494600000,1.32557381,2.32000000,5.470000,0.000000,205.0000,962.00,5135.55,0.929771,0.866000,-0.26621,357.05900000
Kepler-1672 b,Kepler-1672,0.5537400000,2.97022762,9.11000000,1.910000,0.000000,4.4000,423.00,6131.95,1.088410,1.160000,0.17867,391.18100000
Kepler-1673 b,Kepler-1673,0.2136300000,2.93551940,8.93000000,1.940000,0.000000,30.5000,611.00,6014.95,1.131660,1.110000,0.17906,727.18700000
Kepler-1674 b,Kepler-1674,0.3017000000,3.20577490,10.40000000,1.730000,0.000000,7.1300,417.00,5473.91,0.877273,0.960000,-0.20584,1012.48000000
Kepler-1675 b,Kepler-1675,0.3218500000,3.12483349,9.93000000,1.790000,0.000000,11.8000,465.00,5853.19,1.128650,1.060000,0.12938,651.11700000
Kepler-1676 b,Kepler-1676,0.1954000000,3.37695960,11.30000000,1.610000,0.000000,33.4500,782.00,5878.30,1.060660,1.070000,0.08350,
Kepler-1677 b,Kepler-1677,0.1599000000,2.70216183,7.76000000,2.160000,0.000000,59.4000,712.00,6013.72,1.249590,1.110000,0.26480,735.36900000
Kepler-1678 b,Kepler-1678,0.5302000000,3.30422249,10.90000000,1.660000,0.000000,2.7800,329.00,5754.00,0.834976,1.030000,-0.16208,847.33900000
Kepler-1679 b,Kepler-1679,0.0892000000,2.06920360,4.93000000,3.060000,0.000000,103.3000,813.00,5501.00,0.873196,0.960000,-0.20132,909.28000000
Kepler-168 b,Kepler-168,0.0560000000,1.46000000,2.73000000,4.820000,0.000000,725.0640,1240.00,6282.00,1.107000,1.113000,0.36071,1343.60000000
Kepler-168 c,Kepler-168,0.1160000000,2.69000000,7.70000000,2.170000,0.000000,169.0020,862.00,6282.00,1.107000,1.113000,0.36071,1343.60000000
Kepler-1680 b,Kepler-1680,0.0764200000,1.35954736,2.42000000,5.290000,0.000000,49.0000,771.00,5021.00,0.723259,0.834000,-0.52356,310.31500000
Kepler-1681 b,Kepler-1681,0.3200000000,2.55321772,7.05000000,2.330000,0.000000,5.3300,442.00,5756.40,0.759000,0.893000,-0.29330,758.30000000
Kepler-1682 b,Kepler-1682,0.1134000000,2.88940836,8.70000000,1.980000,0.000000,54.7400,694.00,5619.12,0.842301,0.990000,-0.19570,1159.85000000
Kepler-1683 b,Kepler-1683,0.1182000000,1.87477762,4.17000000,3.480000,0.000000,47.3200,669.00,5429.00,0.900327,0.950000,-0.19763,733.14300000
Kepler-1684 b,Kepler-1684,0.2253000000,2.87084792,8.60000000,2.000000,0.000000,3.4200,347.00,4706.54,0.666755,0.750000,-0.70657,621.99600000
Kepler-1685 b,Kepler-1685,0.1485000000,2.57673985,7.16000000,2.300000,0.000000,36.0100,625.00,5484.00,0.835451,0.960000,-0.24507,1141.89000000
Kepler-1686 b,Kepler-1686,0.0882700000,1.42553017,2.62000000,4.970000,0.000000,167.2000,913.00,5714.96,1.199510,1.020000,0.14075,729.82300000
Kepler-1687 b,Kepler-1687,0.0532000000,1.65623882,3.38000000,4.090000,0.000000,30.2200,598.00,4132.00,0.726119,0.650000,-0.85865,417.01400000
Kepler-1688 b,Kepler-1688,0.0577000000,1.26174569,2.13000000,5.830000,0.000000,84.0100,772.00,4632.11,0.746000,0.814000,-0.63600,567.44687087
Kepler-1689 b,Kepler-1689,0.0784000000,0.94678642,0.79900000,5.170000,0.000000,149.3000,879.00,5731.43,0.996208,1.023000,-0.01555,294.12200000
Kepler-169 b,Kepler-169,0.0400000000,1.13000000,1.51000000,5.750000,0.000000,195.2210,962.00,4997.00,0.763000,0.825000,-0.49611,406.52900000
Kepler-169 c,Kepler-169,0.0620000000,1.21000000,1.92000000,5.960000,0.000000,82.8530,776.00,4997.00,0.763000,0.825000,-0.49611,406.52900000
Kepler-169 d,Kepler-169,0.0750000000,1.25000000,2.10000000,5.910000,0.000000,55.5300,702.00,4997.00,0.763000,0.825000,-0.49611,406.52900000
Kepler-169 e,Kepler-169,0.1050000000,2.20000000,5.48000000,2.830000,0.000000,28.5480,595.00,4997.00,0.763000,0.825000,-0.49611,406.52900000
Kepler-169 f,Kepler-169,0.3590000000,2.58000000,7.18000000,2.300000,0.000000,2.4390,321.00,4997.00,0.763000,0.825000,-0.49611,406.52900000
Kepler-1690 b,Kepler-1690,0.7097000000,2.81109223,8.30000000,2.050000,0.000000,1.2000,267.00,5404.00,0.862346,0.940000,-0.24308,703.78900000
Kepler-1691 b,Kepler-1691,0.0495000000,1.83470985,4.02000000,3.580000,0.000000,641.5300,1283.00,6000.00,1.131520,1.110000,0.17462,1267.67000000
Kepler-1692 b,Kepler-1692,0.0646000000,1.11177184,1.42000000,5.680000,0.000000,153.4800,897.00,5146.00,0.866139,0.870000,-0.32425,591.01900000
Kepler-1693 b,Kepler-1693,0.1011000000,1.28938413,2.21000000,5.670000,0.000000,100.3700,807.00,5432.34,0.878295,0.950000,-0.21808,760.06500000
Kepler-1693 c,Kepler-1693,0.0588000000,0.97698289,0.89400000,5.270000,0.000000,296.7300,1059.00,5553.00,1.098000,0.941000,-0.21808,760.06500000
